Location/Field,Leaf_Color,Symptoms,Whitefly_Presence,Temperature,Humidity,Soil_Moisture,Previous_Crop,Cotton_Variety,Disease_Type
Jharkhand,Brown,Lesions,No,27.94684269,Low,Warm,Oilseeds,Region-Specific,Bacterial Blight
Uttar Pradesh,Green,Absent,No,17.56699853,Mid,Warm,Grains,Hybrid,Normal
West Bengal,Brown,Lesions,No,28.00374333,Mid,Warm,Legumes,Hybrid,Bacterial Blight
Rajasthan,Green,Absent,No,34.64965161,Mid,Warm,Oilseeds,Hybrid,Normal
Haryana,Yellow,Wilting,No,33.23637139,Mid,Moist,Grains,Region-Specific,Fusarium Wilt
Haryana,Yellow,Wilting,No,23.78261322,Low,Dry,Oilseeds,Region-Specific,Verticillium Wilt
Madhya Pradesh,Brown,Lesions,No,15.79895947,High,Warm,Legumes,Region-Specific,Bacterial Blight
Haryana,Yellow,Wilting,No,22.2458698,Low,Dry,Grains,Hybrid,Verticillium Wilt
Odisha,Yellow,Wilting,No,31.52780623,Mid,Dry,Legumes,Hybrid,Verticillium Wilt
Karnataka,Brown,Lesions,No,29.02998203,High,Warm,Legumes,Hybrid,Bacterial Blight
Tamil Nadu,Brown,Lesions,No,24.18687311,High,Warm,Oilseeds,Region-Specific,Bacterial Blight
Karnataka,Yellow,Wilting,No,16.1020307,Low,Dry,Oilseeds,Region-Specific,Verticillium Wilt
Jharkhand,Green,Twist or Curl upwards,Yes,23.53789456,Low,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Tamil Nadu,Green,Twist or Curl upwards,Yes,24.38049879,Low,Warm,Grains,Hybrid,Cotton Leaf Curl Disease
Punjab,Brown,Lesions,No,33.57111066,High,Warm,Grains,Region-Specific,Bacterial Blight
Tamil Nadu,Yellow,Wilting,No,27.82172207,High,Dry,Oilseeds,Region-Specific,Verticillium Wilt
Karnataka,Yellow,Wilting,No,21.23305833,High,Dry,Grains,Hybrid,Verticillium Wilt
West Bengal,Yellow,Wilting,No,25.50636529,Mid,Moist,Grains,Hybrid,Fusarium Wilt
Tamil Nadu,Yellow,Wilting,No,16.32110616,Mid,Dry,Oilseeds,Region-Specific,Verticillium Wilt
Punjab,Green,Twist or Curl upwards,Yes,34.45136471,Low,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
Punjab,Yellow,Wilting,No,22.20119804,High,Moist,Grains,Hybrid,Fusarium Wilt
Gujarat,Green,Twist or Curl upwards,Yes,24.5573471,Low,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
Tamil Nadu,Green,Absent,No,22.10567948,High,Warm,Legumes,Hybrid,Normal
Uttar Pradesh,Brown,Lesions,No,28.6502346,Low,Warm,Legumes,Region-Specific,Bacterial Blight
Madhya Pradesh,Green,Absent,No,28.24464317,Mid,Warm,Legumes,Hybrid,Normal
Telangana,Brown,Lesions,No,29.30644621,High,Warm,Oilseeds,Region-Specific,Bacterial Blight
Maharashtra,Green,Twist or Curl upwards,Yes,20.36286459,Mid,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
Punjab,Green,Twist or Curl upwards,Yes,21.31336962,High,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Andhra Pradesh,Green,Absent,No,17.50502462,Low,Warm,Legumes,Hybrid,Normal
Telangana,Brown,Lesions,No,28.11019944,High,Warm,Legumes,Region-Specific,Bacterial Blight
Odisha,Brown,Lesions,No,15.79594255,Mid,Warm,Oilseeds,Hybrid,Bacterial Blight
Rajasthan,Yellow,Wilting,No,26.95364671,High,Moist,Oilseeds,Hybrid,Fusarium Wilt
Tamil Nadu,Yellow,Wilting,No,32.3939177,Low,Dry,Legumes,Region-Specific,Verticillium Wilt
Karnataka,Yellow,Wilting,No,32.81664297,High,Moist,Legumes,Hybrid,Fusarium Wilt
Maharashtra,Green,Twist or Curl upwards,Yes,23.98075521,Mid,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Andhra Pradesh,Green,Absent,No,24.18607376,Low,Warm,Grains,Region-Specific,Normal
Telangana,Brown,Lesions,No,16.53938366,Mid,Warm,Legumes,Region-Specific,Bacterial Blight
Tamil Nadu,Yellow,Wilting,No,28.41530051,High,Moist,Oilseeds,Hybrid,Fusarium Wilt
Gujarat,Green,Absent,No,31.42518841,Mid,Warm,Grains,Region-Specific,Normal
Rajasthan,Green,Absent,No,19.89310109,High,Warm,Oilseeds,Hybrid,Normal
Maharashtra,Yellow,Wilting,No,23.42601763,Low,Dry,Grains,Region-Specific,Verticillium Wilt
Madhya Pradesh,Brown,Lesions,No,31.77678674,Mid,Warm,Grains,Hybrid,Bacterial Blight
Jharkhand,Green,Absent,No,32.54240935,Mid,Warm,Oilseeds,Region-Specific,Normal
Gujarat,Brown,Lesions,No,19.86359961,High,Warm,Grains,Region-Specific,Bacterial Blight
Andhra Pradesh,Yellow,Wilting,No,26.01141269,Mid,Moist,Oilseeds,Hybrid,Fusarium Wilt
Odisha,Green,Absent,No,18.84986301,Mid,Warm,Legumes,Region-Specific,Normal
Maharashtra,Green,Absent,No,17.03757528,Low,Warm,Grains,Hybrid,Normal
Gujarat,Yellow,Wilting,No,33.22241003,High,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Rajasthan,Brown,Lesions,No,31.41015008,High,Warm,Grains,Hybrid,Bacterial Blight
Madhya Pradesh,Brown,Lesions,No,30.20069804,Low,Warm,Oilseeds,Region-Specific,Bacterial Blight
Gujarat,Green,Absent,No,15.97532638,Low,Warm,Legumes,Region-Specific,Normal
Haryana,Yellow,Wilting,No,31.87457585,High,Moist,Legumes,Hybrid,Fusarium Wilt
Madhya Pradesh,Green,Twist or Curl upwards,Yes,23.76088152,Low,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
Jharkhand,Brown,Lesions,No,21.84790247,Low,Warm,Grains,Hybrid,Bacterial Blight
Andhra Pradesh,Green,Twist or Curl upwards,Yes,25.92952722,Low,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Odisha,Green,Absent,No,16.82706485,High,Warm,Oilseeds,Region-Specific,Normal
Rajasthan,Green,Twist or Curl upwards,Yes,30.13293099,Low,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
Uttar Pradesh,Green,Twist or Curl upwards,Yes,26.64870154,Mid,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
Tamil Nadu,Brown,Lesions,No,18.73180194,Mid,Warm,Oilseeds,Hybrid,Bacterial Blight
Karnataka,Green,Absent,No,18.764644,High,Warm,Oilseeds,Hybrid,Normal
Chhattisgarh,Green,Twist or Curl upwards,Yes,18.68497303,Low,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
West Bengal,Brown,Lesions,No,16.14004775,Mid,Warm,Legumes,Hybrid,Bacterial Blight
West Bengal,Green,Twist or Curl upwards,Yes,26.75596899,High,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Karnataka,Brown,Lesions,No,31.80696355,Mid,Warm,Oilseeds,Region-Specific,Bacterial Blight
Chhattisgarh,Green,Absent,No,15.34996428,Low,Warm,Grains,Region-Specific,Normal
Karnataka,Yellow,Wilting,No,15.9800929,High,Moist,Oilseeds,Hybrid,Fusarium Wilt
Maharashtra,Brown,Lesions,No,26.45540553,Mid,Warm,Legumes,Hybrid,Bacterial Blight
Andhra Pradesh,Brown,Lesions,No,31.38991371,High,Warm,Oilseeds,Region-Specific,Bacterial Blight
Rajasthan,Green,Twist or Curl upwards,Yes,21.53477781,Mid,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
Madhya Pradesh,Green,Absent,No,21.99228798,Mid,Warm,Grains,Region-Specific,Normal
Maharashtra,Yellow,Wilting,No,26.92692995,Low,Dry,Oilseeds,Region-Specific,Verticillium Wilt
Andhra Pradesh,Yellow,Wilting,No,20.48425778,Low,Dry,Grains,Hybrid,Verticillium Wilt
Tamil Nadu,Yellow,Wilting,No,15.53216732,Mid,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Haryana,Green,Absent,No,29.70457036,High,Warm,Oilseeds,Region-Specific,Normal
West Bengal,Brown,Lesions,No,27.51299826,High,Warm,Oilseeds,Region-Specific,Bacterial Blight
Rajasthan,Yellow,Wilting,No,26.61511998,Low,Dry,Oilseeds,Region-Specific,Verticillium Wilt
Karnataka,Yellow,Wilting,No,29.83368258,Mid,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Gujarat,Green,Absent,No,28.50461675,Low,Warm,Grains,Hybrid,Normal
Uttar Pradesh,Yellow,Wilting,No,19.11763976,Mid,Moist,Grains,Hybrid,Fusarium Wilt
Rajasthan,Yellow,Wilting,No,22.04962094,Mid,Dry,Legumes,Region-Specific,Verticillium Wilt
Punjab,Green,Twist or Curl upwards,Yes,17.52220283,Low,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Odisha,Green,Twist or Curl upwards,Yes,17.59714027,High,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Chhattisgarh,Green,Absent,No,28.52391493,Low,Warm,Grains,Region-Specific,Normal
Andhra Pradesh,Yellow,Wilting,No,32.17200214,Mid,Moist,Legumes,Region-Specific,Fusarium Wilt
Telangana,Brown,Lesions,No,34.25465168,Low,Warm,Grains,Region-Specific,Bacterial Blight
Tamil Nadu,Yellow,Wilting,No,27.56694235,High,Dry,Oilseeds,Hybrid,Verticillium Wilt
Haryana,Green,Twist or Curl upwards,Yes,18.68202647,High,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
Tamil Nadu,Green,Twist or Curl upwards,Yes,17.11300691,Mid,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Rajasthan,Yellow,Wilting,No,31.25701943,Low,Moist,Legumes,Hybrid,Fusarium Wilt
West Bengal,Green,Twist or Curl upwards,Yes,26.57512953,High,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Chhattisgarh,Yellow,Wilting,No,27.36570042,Low,Moist,Oilseeds,Hybrid,Fusarium Wilt
Telangana,Yellow,Wilting,No,30.62924178,High,Dry,Grains,Region-Specific,Verticillium Wilt
Punjab,Yellow,Wilting,No,29.06554455,Mid,Moist,Grains,Region-Specific,Fusarium Wilt
Madhya Pradesh,Green,Twist or Curl upwards,Yes,31.68916506,Mid,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
Gujarat,Yellow,Wilting,No,16.12427811,Low,Moist,Grains,Hybrid,Fusarium Wilt
Telangana,Green,Twist or Curl upwards,Yes,29.95041273,Mid,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
Andhra Pradesh,Green,Absent,No,32.01705515,High,Warm,Oilseeds,Region-Specific,Normal
Karnataka,Green,Twist or Curl upwards,Yes,20.72270085,Mid,Warm,Grains,Hybrid,Cotton Leaf Curl Disease
Punjab,Green,Twist or Curl upwards,Yes,27.80894548,High,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Gujarat,Green,Twist or Curl upwards,Yes,21.28324128,High,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Uttar Pradesh,Green,Absent,No,34.15942133,Mid,Warm,Grains,Hybrid,Normal
Haryana,Brown,Lesions,No,15.66847145,High,Warm,Grains,Hybrid,Bacterial Blight
Karnataka,Green,Twist or Curl upwards,Yes,26.59585688,High,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Rajasthan,Brown,Lesions,No,18.33007094,Low,Warm,Oilseeds,Hybrid,Bacterial Blight
Telangana,Yellow,Wilting,No,29.2444041,Low,Dry,Grains,Hybrid,Verticillium Wilt
West Bengal,Yellow,Wilting,No,18.51780567,Low,Moist,Oilseeds,Hybrid,Fusarium Wilt
Gujarat,Brown,Lesions,No,19.70766524,Mid,Warm,Grains,Hybrid,Bacterial Blight
Odisha,Yellow,Wilting,No,24.88741622,Low,Dry,Oilseeds,Hybrid,Verticillium Wilt
Maharashtra,Yellow,Wilting,No,33.296699,High,Moist,Oilseeds,Hybrid,Fusarium Wilt
Odisha,Green,Twist or Curl upwards,Yes,19.23428744,Mid,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Madhya Pradesh,Green,Twist or Curl upwards,Yes,17.88480042,Mid,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
Odisha,Green,Twist or Curl upwards,Yes,30.17953664,Mid,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Uttar Pradesh,Green,Absent,No,25.01239065,Mid,Warm,Grains,Hybrid,Normal
Madhya Pradesh,Green,Absent,No,33.23570225,High,Warm,Oilseeds,Hybrid,Normal
Punjab,Green,Absent,No,17.93229114,High,Warm,Legumes,Hybrid,Normal
Haryana,Green,Absent,No,27.91855786,Low,Warm,Legumes,Region-Specific,Normal
Punjab,Yellow,Wilting,No,19.65758292,Mid,Dry,Oilseeds,Region-Specific,Verticillium Wilt
Maharashtra,Yellow,Wilting,No,18.13520857,Low,Dry,Grains,Hybrid,Verticillium Wilt
Andhra Pradesh,Green,Twist or Curl upwards,Yes,28.6685883,High,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
Haryana,Yellow,Wilting,No,26.8736924,Mid,Moist,Legumes,Hybrid,Fusarium Wilt
Odisha,Green,Absent,No,30.09654917,High,Warm,Grains,Hybrid,Normal
West Bengal,Yellow,Wilting,No,21.18925153,Low,Moist,Grains,Hybrid,Fusarium Wilt
Tamil Nadu,Yellow,Wilting,No,23.95943313,High,Dry,Legumes,Region-Specific,Verticillium Wilt
Andhra Pradesh,Green,Absent,No,23.10943353,Mid,Warm,Grains,Hybrid,Normal
Haryana,Yellow,Wilting,No,34.68178928,Mid,Dry,Legumes,Region-Specific,Verticillium Wilt
Haryana,Yellow,Wilting,No,20.84497913,Low,Dry,Oilseeds,Hybrid,Verticillium Wilt
Maharashtra,Brown,Lesions,No,20.89634477,Mid,Warm,Grains,Hybrid,Bacterial Blight
Rajasthan,Yellow,Wilting,No,22.09096418,High,Dry,Legumes,Region-Specific,Verticillium Wilt
Odisha,Green,Twist or Curl upwards,Yes,26.29188163,High,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
Maharashtra,Yellow,Wilting,No,20.04645489,High,Dry,Grains,Hybrid,Verticillium Wilt
Haryana,Green,Absent,No,33.30579881,High,Warm,Legumes,Region-Specific,Normal
Gujarat,Green,Twist or Curl upwards,Yes,20.3137113,Low,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Andhra Pradesh,Yellow,Wilting,No,32.91631463,High,Dry,Legumes,Region-Specific,Verticillium Wilt
Maharashtra,Green,Twist or Curl upwards,Yes,17.06950127,Low,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
Rajasthan,Yellow,Wilting,No,28.13125405,High,Dry,Legumes,Hybrid,Verticillium Wilt
Chhattisgarh,Green,Twist or Curl upwards,Yes,33.13971037,Low,Warm,Grains,Hybrid,Cotton Leaf Curl Disease
Telangana,Yellow,Wilting,No,18.37498877,High,Moist,Legumes,Region-Specific,Fusarium Wilt
Punjab,Brown,Lesions,No,34.3665392,High,Warm,Oilseeds,Hybrid,Bacterial Blight
Haryana,Green,Twist or Curl upwards,Yes,24.05766721,Low,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
Odisha,Green,Absent,No,33.91430217,Mid,Warm,Oilseeds,Region-Specific,Normal
Tamil Nadu,Brown,Lesions,No,28.53640087,Mid,Warm,Oilseeds,Hybrid,Bacterial Blight
Telangana,Brown,Lesions,No,21.0317374,Mid,Warm,Legumes,Region-Specific,Bacterial Blight
Madhya Pradesh,Yellow,Wilting,No,18.7660505,Low,Dry,Oilseeds,Hybrid,Verticillium Wilt
West Bengal,Green,Twist or Curl upwards,Yes,21.07470092,Mid,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
West Bengal,Brown,Lesions,No,16.86034819,Mid,Warm,Grains,Region-Specific,Bacterial Blight
Jharkhand,Green,Absent,No,17.87735933,Low,Warm,Grains,Hybrid,Normal
Jharkhand,Green,Absent,No,17.09320881,Mid,Warm,Grains,Region-Specific,Normal
Karnataka,Green,Absent,No,23.45887087,Mid,Warm,Oilseeds,Region-Specific,Normal
Rajasthan,Yellow,Wilting,No,30.91156753,Mid,Dry,Oilseeds,Hybrid,Verticillium Wilt
Tamil Nadu,Yellow,Wilting,No,17.82767108,Low,Moist,Oilseeds,Hybrid,Fusarium Wilt
Chhattisgarh,Green,Twist or Curl upwards,Yes,17.60640866,Low,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
Chhattisgarh,Brown,Lesions,No,27.86857899,Mid,Warm,Grains,Hybrid,Bacterial Blight
Karnataka,Green,Twist or Curl upwards,Yes,18.94365964,Mid,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
Rajasthan,Brown,Lesions,No,16.95220076,Low,Warm,Grains,Region-Specific,Bacterial Blight
Odisha,Yellow,Wilting,No,18.33697156,Mid,Dry,Legumes,Region-Specific,Verticillium Wilt
Gujarat,Green,Twist or Curl upwards,Yes,33.47462792,Low,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Odisha,Yellow,Wilting,No,31.42942506,Mid,Dry,Oilseeds,Region-Specific,Verticillium Wilt
Punjab,Yellow,Wilting,No,22.08129125,Low,Dry,Oilseeds,Hybrid,Verticillium Wilt
Telangana,Green,Twist or Curl upwards,Yes,28.11641535,High,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
Andhra Pradesh,Green,Twist or Curl upwards,Yes,25.74551347,High,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Chhattisgarh,Brown,Lesions,No,28.54248527,Low,Warm,Legumes,Region-Specific,Bacterial Blight
West Bengal,Green,Absent,No,28.65342305,High,Warm,Oilseeds,Region-Specific,Normal
Rajasthan,Yellow,Wilting,No,27.5746803,Mid,Dry,Legumes,Region-Specific,Verticillium Wilt
Odisha,Yellow,Wilting,No,20.32202737,Low,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Andhra Pradesh,Brown,Lesions,No,15.78012842,Low,Warm,Grains,Hybrid,Bacterial Blight
Punjab,Brown,Lesions,No,24.11133564,Mid,Warm,Grains,Hybrid,Bacterial Blight
Haryana,Green,Absent,No,32.81947769,Mid,Warm,Oilseeds,Region-Specific,Normal
Madhya Pradesh,Green,Absent,No,26.38994517,Low,Warm,Grains,Region-Specific,Normal
Telangana,Yellow,Wilting,No,31.64782083,Mid,Dry,Grains,Region-Specific,Verticillium Wilt
Punjab,Brown,Lesions,No,34.83248686,Low,Warm,Legumes,Hybrid,Bacterial Blight
Punjab,Brown,Lesions,No,18.27232408,Mid,Warm,Legumes,Region-Specific,Bacterial Blight
Odisha,Yellow,Wilting,No,28.83555278,Low,Moist,Legumes,Region-Specific,Fusarium Wilt
Gujarat,Yellow,Wilting,No,28.48587147,Mid,Dry,Legumes,Region-Specific,Verticillium Wilt
Karnataka,Yellow,Wilting,No,34.59910895,Mid,Dry,Legumes,Region-Specific,Verticillium Wilt
Chhattisgarh,Green,Absent,No,34.71201468,High,Warm,Oilseeds,Region-Specific,Normal
Madhya Pradesh,Yellow,Wilting,No,28.73357223,High,Dry,Oilseeds,Region-Specific,Verticillium Wilt
Telangana,Yellow,Wilting,No,19.87229584,High,Moist,Legumes,Hybrid,Fusarium Wilt
Haryana,Yellow,Wilting,No,30.97111676,Mid,Dry,Grains,Region-Specific,Verticillium Wilt
Haryana,Green,Twist or Curl upwards,Yes,17.14058268,Low,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
Maharashtra,Green,Twist or Curl upwards,Yes,30.61398608,Mid,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
Punjab,Yellow,Wilting,No,33.20392248,High,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Rajasthan,Green,Absent,No,22.6566679,Mid,Warm,Oilseeds,Region-Specific,Normal
Gujarat,Brown,Lesions,No,27.6127059,High,Warm,Grains,Region-Specific,Bacterial Blight
Madhya Pradesh,Yellow,Wilting,No,23.60285464,High,Dry,Oilseeds,Region-Specific,Verticillium Wilt
Odisha,Green,Absent,No,23.7553011,Low,Warm,Grains,Region-Specific,Normal
Haryana,Green,Absent,No,21.20741778,Low,Warm,Oilseeds,Region-Specific,Normal
Telangana,Yellow,Wilting,No,30.24259241,High,Dry,Grains,Hybrid,Verticillium Wilt
Maharashtra,Brown,Lesions,No,33.72353128,High,Warm,Oilseeds,Hybrid,Bacterial Blight
West Bengal,Yellow,Wilting,No,33.81501718,Mid,Dry,Oilseeds,Hybrid,Verticillium Wilt
Chhattisgarh,Brown,Lesions,No,18.4956257,High,Warm,Grains,Region-Specific,Bacterial Blight
Telangana,Yellow,Wilting,No,32.49487299,Mid,Moist,Oilseeds,Hybrid,Fusarium Wilt
Gujarat,Brown,Lesions,No,29.74862883,High,Warm,Legumes,Hybrid,Bacterial Blight
Rajasthan,Green,Absent,No,20.05674801,Low,Warm,Grains,Hybrid,Normal
Maharashtra,Yellow,Wilting,No,16.34569226,Low,Moist,Oilseeds,Hybrid,Fusarium Wilt
West Bengal,Green,Twist or Curl upwards,Yes,20.35994534,High,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
Maharashtra,Yellow,Wilting,No,33.24416474,Mid,Moist,Oilseeds,Hybrid,Fusarium Wilt
Karnataka,Brown,Lesions,No,27.6635735,Mid,Warm,Legumes,Hybrid,Bacterial Blight
Madhya Pradesh,Yellow,Wilting,No,29.42109322,Mid,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Maharashtra,Yellow,Wilting,No,20.14304702,High,Moist,Oilseeds,Hybrid,Fusarium Wilt
Uttar Pradesh,Green,Twist or Curl upwards,Yes,29.38776311,High,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Karnataka,Brown,Lesions,No,15.56243013,Low,Warm,Grains,Hybrid,Bacterial Blight
Karnataka,Green,Absent,No,22.50642692,Low,Warm,Oilseeds,Hybrid,Normal
Gujarat,Yellow,Wilting,No,27.53506697,High,Moist,Oilseeds,Hybrid,Fusarium Wilt
Uttar Pradesh,Yellow,Wilting,No,17.92193131,Low,Dry,Legumes,Region-Specific,Verticillium Wilt
Andhra Pradesh,Green,Absent,No,31.46007149,Mid,Warm,Grains,Hybrid,Normal
Telangana,Yellow,Wilting,No,19.70062598,Mid,Moist,Grains,Hybrid,Fusarium Wilt
Chhattisgarh,Green,Absent,No,28.04562226,High,Warm,Legumes,Region-Specific,Normal
Rajasthan,Yellow,Wilting,No,23.10394285,Mid,Dry,Legumes,Hybrid,Verticillium Wilt
Tamil Nadu,Green,Absent,No,26.92087191,High,Warm,Oilseeds,Hybrid,Normal
Telangana,Green,Absent,No,17.14901105,Mid,Warm,Legumes,Hybrid,Normal
Maharashtra,Yellow,Wilting,No,15.338256,High,Dry,Legumes,Hybrid,Verticillium Wilt
Rajasthan,Yellow,Wilting,No,33.19128855,Mid,Dry,Legumes,Hybrid,Verticillium Wilt
Haryana,Yellow,Wilting,No,20.39260018,Mid,Dry,Grains,Region-Specific,Verticillium Wilt
Andhra Pradesh,Green,Twist or Curl upwards,Yes,31.39354006,Low,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Haryana,Yellow,Wilting,No,34.98700601,Low,Dry,Oilseeds,Region-Specific,Verticillium Wilt
Uttar Pradesh,Green,Absent,No,19.22862516,Low,Warm,Oilseeds,Hybrid,Normal
Jharkhand,Yellow,Wilting,No,20.30341482,Low,Dry,Oilseeds,Hybrid,Verticillium Wilt
Haryana,Yellow,Wilting,No,28.25719575,Low,Moist,Legumes,Hybrid,Fusarium Wilt
Odisha,Yellow,Wilting,No,34.30897269,Low,Dry,Grains,Hybrid,Verticillium Wilt
Madhya Pradesh,Yellow,Wilting,No,33.31628696,High,Dry,Legumes,Hybrid,Verticillium Wilt
Telangana,Brown,Lesions,No,25.0575104,High,Warm,Legumes,Region-Specific,Bacterial Blight
Tamil Nadu,Green,Absent,No,30.90220565,Low,Warm,Oilseeds,Region-Specific,Normal
Odisha,Green,Absent,No,17.71491706,High,Warm,Legumes,Region-Specific,Normal
Jharkhand,Yellow,Wilting,No,34.54876368,Low,Moist,Grains,Hybrid,Fusarium Wilt
Gujarat,Green,Twist or Curl upwards,Yes,34.28706468,High,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
Tamil Nadu,Brown,Lesions,No,18.27457916,Mid,Warm,Grains,Region-Specific,Bacterial Blight
Haryana,Yellow,Wilting,No,20.9884625,High,Moist,Grains,Region-Specific,Fusarium Wilt
Maharashtra,Yellow,Wilting,No,17.00309995,High,Moist,Grains,Region-Specific,Fusarium Wilt
West Bengal,Green,Absent,No,20.43435198,High,Warm,Legumes,Hybrid,Normal
Andhra Pradesh,Brown,Lesions,No,31.31911579,Mid,Warm,Legumes,Hybrid,Bacterial Blight
Chhattisgarh,Green,Absent,No,22.56631214,Low,Warm,Legumes,Region-Specific,Normal
Punjab,Green,Twist or Curl upwards,Yes,16.76793934,High,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Tamil Nadu,Green,Absent,No,21.8445105,High,Warm,Oilseeds,Region-Specific,Normal
Chhattisgarh,Yellow,Wilting,No,34.62766668,Mid,Dry,Legumes,Region-Specific,Verticillium Wilt
Chhattisgarh,Green,Absent,No,27.59367191,Low,Warm,Oilseeds,Region-Specific,Normal
Haryana,Yellow,Wilting,No,23.32321893,High,Dry,Grains,Region-Specific,Verticillium Wilt
Andhra Pradesh,Yellow,Wilting,No,18.33077027,Mid,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Rajasthan,Green,Twist or Curl upwards,Yes,34.72353595,Low,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Telangana,Yellow,Wilting,No,31.41698019,Low,Dry,Oilseeds,Region-Specific,Verticillium Wilt
Chhattisgarh,Green,Twist or Curl upwards,Yes,20.62954605,High,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
Karnataka,Green,Absent,No,16.40137391,High,Warm,Legumes,Region-Specific,Normal
Jharkhand,Green,Absent,No,16.13251115,High,Warm,Oilseeds,Hybrid,Normal
Madhya Pradesh,Yellow,Wilting,No,17.40756299,High,Moist,Oilseeds,Hybrid,Fusarium Wilt
Andhra Pradesh,Green,Absent,No,26.61537167,Mid,Warm,Grains,Region-Specific,Normal
Maharashtra,Yellow,Wilting,No,33.57526842,Mid,Dry,Grains,Region-Specific,Verticillium Wilt
Uttar Pradesh,Yellow,Wilting,No,24.93486856,High,Moist,Grains,Hybrid,Fusarium Wilt
Maharashtra,Green,Twist or Curl upwards,Yes,31.85890965,Low,Warm,Grains,Hybrid,Cotton Leaf Curl Disease
Andhra Pradesh,Yellow,Wilting,No,23.9177324,High,Moist,Grains,Region-Specific,Fusarium Wilt
Maharashtra,Green,Twist or Curl upwards,Yes,29.17167092,Low,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Chhattisgarh,Brown,Lesions,No,29.63745475,Low,Warm,Grains,Region-Specific,Bacterial Blight
Telangana,Yellow,Wilting,No,18.47927412,Low,Dry,Oilseeds,Region-Specific,Verticillium Wilt
Maharashtra,Yellow,Wilting,No,22.22432118,Mid,Dry,Grains,Hybrid,Verticillium Wilt
Tamil Nadu,Green,Twist or Curl upwards,Yes,27.74604313,Low,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
